TX	Date	RX	NonEqualized_Signal_Count
16-20	2021_03_01	19-1	50
16-20	2021_03_01	19-2	50
16-20	2021_03_01	2-1	50
16-20	2021_03_01	20-1	50
16-20	2021_03_01	20-19	50
16-20	2021_03_01	3-19	50
16-20	2021_03_01	7-14	50
16-20	2021_03_01	7-7	50
16-20	2021_03_01	8-14	50
16-20	2021_03_01	8-7	50
16-20	2021_03_01	8-8	50
16-20	2021_03_08	1-1	50
16-20	2021_03_08	1-19	50
16-20	2021_03_08	1-20	50
16-20	2021_03_08	13-7	50
16-20	2021_03_08	14-7	50
16-20	2021_03_08	18-19	0
16-20	2021_03_08	18-2	50
16-20	2021_03_08	19-1	50
16-20	2021_03_08	19-2	50
16-20	2021_03_08	2-1	50
16-20	2021_03_08	20-1	50
16-20	2021_03_08	20-19	50
16-20	2021_03_08	3-19	50
16-20	2021_03_08	7-14	50
16-20	2021_03_08	7-7	50
16-20	2021_03_08	8-14	50
16-20	2021_03_08	8-7	50
16-20	2021_03_08	8-8	50
16-20	2021_03_15	1-1	50
16-20	2021_03_15	1-19	50
16-20	2021_03_15	1-20	50
16-20	2021_03_15	13-7	50
16-20	2021_03_15	14-7	50
16-20	2021_03_15	18-19	0
16-20	2021_03_15	18-2	50
16-20	2021_03_15	19-1	50
16-20	2021_03_15	19-2	50
16-20	2021_03_15	2-1	50
16-20	2021_03_15	20-1	50
16-20	2021_03_15	20-19	50
16-20	2021_03_15	3-19	50
16-20	2021_03_15	7-14	50
16-20	2021_03_15	7-7	50
16-20	2021_03_15	8-14	50
16-20	2021_03_15	8-7	50
16-20	2021_03_15	8-8	50
16-20	2021_03_23	1-1	50
16-20	2021_03_23	1-19	50
16-20	2021_03_23	1-20	50
16-20	2021_03_23	13-7	50
16-20	2021_03_23	14-7	50
16-20	2021_03_23	18-19	0
16-20	2021_03_23	18-2	50
16-20	2021_03_23	19-1	50
16-20	2021_03_23	19-2	50
16-20	2021_03_23	2-1	50
16-20	2021_03_23	20-1	50
16-20	2021_03_23	20-19	50
16-20	2021_03_23	3-19	50
16-20	2021_03_23	7-14	50
16-20	2021_03_23	7-7	50
16-20	2021_03_23	8-14	50
16-20	2021_03_23	8-7	50
16-20	2021_03_23	8-8	50
16-5	2021_03_01	1-1	50
16-5	2021_03_01	1-19	50
16-5	2021_03_01	1-20	50
16-5	2021_03_01	13-7	50
16-5	2021_03_01	14-7	50
16-5	2021_03_01	18-19	50
16-5	2021_03_01	18-2	50
16-5	2021_03_01	19-1	50
16-5	2021_03_01	19-2	50
16-5	2021_03_01	2-1	50
16-5	2021_03_01	20-1	50
16-5	2021_03_01	20-19	50
16-5	2021_03_01	3-19	50
16-5	2021_03_01	7-14	50
16-5	2021_03_01	7-7	50
16-5	2021_03_01	8-14	50
16-5	2021_03_01	8-7	50
16-5	2021_03_01	8-8	50
16-5	2021_03_08	1-1	0
16-5	2021_03_08	1-19	6
16-5	2021_03_08	1-20	6
16-5	2021_03_08	13-7	34
16-5	2021_03_08	14-7	0
16-5	2021_03_08	18-19	29
16-5	2021_03_08	18-2	50
16-5	2021_03_08	19-1	0
16-5	2021_03_08	19-2	27
16-5	2021_03_08	2-1	0
16-5	2021_03_08	20-1	0
16-5	2021_03_08	20-19	0
16-5	2021_03_08	3-19	50
16-5	2021_03_08	7-14	6
16-5	2021_03_08	7-7	7
16-5	2021_03_08	8-14	41
16-5	2021_03_08	8-7	50
16-5	2021_03_08	8-8	8
16-5	2021_03_15	1-1	50
16-5	2021_03_15	1-19	50
16-5	2021_03_15	1-20	50
16-5	2021_03_15	13-7	50
16-5	2021_03_15	14-7	50
16-5	2021_03_15	18-19	50
16-5	2021_03_15	18-2	37
16-5	2021_03_15	19-1	50
16-5	2021_03_15	19-2	50
16-5	2021_03_15	2-1	50
16-5	2021_03_15	20-1	50
16-5	2021_03_15	20-19	50
16-5	2021_03_15	3-19	50
16-5	2021_03_15	7-14	50
16-5	2021_03_15	7-7	50
16-5	2021_03_15	8-14	50
16-5	2021_03_15	8-7	50
16-5	2021_03_15	8-8	50
16-5	2021_03_23	1-1	50
16-5	2021_03_23	1-19	50
16-5	2021_03_23	1-20	50
16-5	2021_03_23	13-7	50
16-5	2021_03_23	14-7	50
16-5	2021_03_23	18-19	50
16-5	2021_03_23	18-2	42
16-5	2021_03_23	19-1	50
16-5	2021_03_23	19-2	50
16-5	2021_03_23	2-1	50
16-5	2021_03_23	20-1	50
16-5	2021_03_23	20-19	50
16-5	2021_03_23	3-19	50
16-5	2021_03_23	7-14	50
16-5	2021_03_23	7-7	50
16-5	2021_03_23	8-14	50
16-5	2021_03_23	8-7	50
16-5	2021_03_23	8-8	50
17-10	2021_03_01	1-1	50
17-10	2021_03_01	1-19	50
17-10	2021_03_01	1-20	50
17-10	2021_03_01	13-7	50
17-10	2021_03_01	14-7	50
17-10	2021_03_01	18-19	50
17-10	2021_03_01	18-2	50
17-10	2021_03_01	19-1	50
17-10	2021_03_01	19-2	50
17-10	2021_03_01	2-1	50
17-10	2021_03_01	20-1	50
17-10	2021_03_01	20-19	50
17-10	2021_03_01	3-19	50
17-10	2021_03_01	7-14	50
17-10	2021_03_01	7-7	50
17-10	2021_03_01	8-14	50
17-10	2021_03_01	8-7	50
17-10	2021_03_01	8-8	50
17-10	2021_03_08	1-1	50
17-10	2021_03_08	1-19	50
17-10	2021_03_08	1-20	50
17-10	2021_03_08	13-7	50
17-10	2021_03_08	14-7	50
17-10	2021_03_08	18-19	50
17-10	2021_03_08	18-2	50
17-10	2021_03_08	19-1	50
17-10	2021_03_08	19-2	50
17-10	2021_03_08	2-1	50
17-10	2021_03_08	20-1	50
17-10	2021_03_08	20-19	50
17-10	2021_03_08	3-19	50
17-10	2021_03_08	7-14	50
17-10	2021_03_08	7-7	50
17-10	2021_03_08	8-14	50
17-10	2021_03_08	8-7	50
17-10	2021_03_08	8-8	50
17-10	2021_03_15	1-1	50
17-10	2021_03_15	1-19	50
17-10	2021_03_15	1-20	50
17-10	2021_03_15	13-7	50
17-10	2021_03_15	14-7	50
17-10	2021_03_15	18-19	50
17-10	2021_03_15	18-2	50
17-10	2021_03_15	19-1	50
17-10	2021_03_15	19-2	50
17-10	2021_03_15	2-1	50
17-10	2021_03_15	20-1	50
17-10	2021_03_15	20-19	50
17-10	2021_03_15	3-19	50
17-10	2021_03_15	7-14	50
17-10	2021_03_15	7-7	50
17-10	2021_03_15	8-14	50
17-10	2021_03_15	8-7	50
17-10	2021_03_15	8-8	50
17-10	2021_03_23	1-1	50
17-10	2021_03_23	1-19	50
17-10	2021_03_23	1-20	50
17-10	2021_03_23	13-7	50
17-10	2021_03_23	14-7	50
17-10	2021_03_23	18-19	50
17-10	2021_03_23	18-2	50
17-10	2021_03_23	19-1	50
17-10	2021_03_23	19-2	50
17-10	2021_03_23	2-1	50
17-10	2021_03_23	20-1	50
17-10	2021_03_23	20-19	50
17-10	2021_03_23	3-19	50
17-10	2021_03_23	7-14	50
17-10	2021_03_23	7-7	50
17-10	2021_03_23	8-14	50
17-10	2021_03_23	8-7	50
17-10	2021_03_23	8-8	50
17-11	2021_03_01	1-1	50
17-11	2021_03_01	1-19	50
17-11	2021_03_01	1-20	50
17-11	2021_03_01	13-7	50
17-11	2021_03_01	14-7	50
17-11	2021_03_01	18-19	50
17-11	2021_03_01	18-2	50
17-11	2021_03_01	19-1	50
17-11	2021_03_01	19-2	50
17-11	2021_03_01	2-1	50
17-11	2021_03_01	20-1	50
17-11	2021_03_01	20-19	50
17-11	2021_03_01	3-19	50
17-11	2021_03_01	7-14	50
17-11	2021_03_01	7-7	50
17-11	2021_03_01	8-14	50
17-11	2021_03_01	8-7	50
17-11	2021_03_01	8-8	50
17-11	2021_03_08	1-1	50
17-11	2021_03_08	1-19	50
17-11	2021_03_08	1-20	50
17-11	2021_03_08	13-7	50
17-11	2021_03_08	14-7	50
17-11	2021_03_08	18-19	50
17-11	2021_03_08	18-2	50
17-11	2021_03_08	19-1	50
17-11	2021_03_08	19-2	50
17-11	2021_03_08	2-1	50
17-11	2021_03_08	20-1	50
17-11	2021_03_08	20-19	50
17-11	2021_03_08	3-19	50
17-11	2021_03_08	7-14	50
17-11	2021_03_08	7-7	50
17-11	2021_03_08	8-14	50
17-11	2021_03_08	8-7	50
17-11	2021_03_08	8-8	50
17-11	2021_03_15	1-1	50
17-11	2021_03_15	1-19	50
17-11	2021_03_15	1-20	50
17-11	2021_03_15	13-7	50
17-11	2021_03_15	14-7	50
17-11	2021_03_15	18-19	50
17-11	2021_03_15	18-2	50
17-11	2021_03_15	19-1	50
17-11	2021_03_15	19-2	50
17-11	2021_03_15	2-1	50
17-11	2021_03_15	20-1	50
17-11	2021_03_15	20-19	50
17-11	2021_03_15	3-19	50
17-11	2021_03_15	7-14	50
17-11	2021_03_15	7-7	50
17-11	2021_03_15	8-14	50
17-11	2021_03_15	8-7	50
17-11	2021_03_15	8-8	50
17-11	2021_03_23	1-1	50
17-11	2021_03_23	1-19	50
17-11	2021_03_23	1-20	50
17-11	2021_03_23	13-7	50
17-11	2021_03_23	14-7	50
17-11	2021_03_23	18-19	50
17-11	2021_03_23	18-2	50
17-11	2021_03_23	19-1	50
17-11	2021_03_23	19-2	50
17-11	2021_03_23	2-1	50
17-11	2021_03_23	20-1	50
17-11	2021_03_23	20-19	50
17-11	2021_03_23	3-19	50
17-11	2021_03_23	7-14	50
17-11	2021_03_23	7-7	50
17-11	2021_03_23	8-14	50
17-11	2021_03_23	8-7	50
17-11	2021_03_23	8-8	50
18-1	2021_03_01	1-1	50
18-1	2021_03_01	1-19	50
18-1	2021_03_01	1-20	50
18-1	2021_03_01	13-7	50
18-1	2021_03_01	14-7	50
18-1	2021_03_01	18-19	50
18-1	2021_03_01	18-2	43
18-1	2021_03_01	19-1	0
18-1	2021_03_01	19-2	25
18-1	2021_03_01	2-1	50
18-1	2021_03_01	20-1	0
18-1	2021_03_01	20-19	50
18-1	2021_03_01	3-19	50
18-1	2021_03_01	7-14	50
18-1	2021_03_01	7-7	50
18-1	2021_03_01	8-14	50
18-1	2021_03_01	8-7	50
18-1	2021_03_01	8-8	50
18-1	2021_03_08	1-1	50
18-1	2021_03_08	1-19	50
18-1	2021_03_08	1-20	50
18-1	2021_03_08	13-7	50
18-1	2021_03_08	14-7	50
18-1	2021_03_08	18-19	50
18-1	2021_03_08	18-2	0
18-1	2021_03_08	19-1	0
18-1	2021_03_08	19-2	0
18-1	2021_03_08	2-1	50
18-1	2021_03_08	20-1	7
18-1	2021_03_08	20-19	50
18-1	2021_03_08	3-19	50
18-1	2021_03_08	7-14	50
18-1	2021_03_08	7-7	50
18-1	2021_03_08	8-14	50
18-1	2021_03_08	8-7	50
18-1	2021_03_08	8-8	50
18-1	2021_03_15	1-1	50
18-1	2021_03_15	1-19	50
18-1	2021_03_15	1-20	50
18-1	2021_03_15	13-7	50
18-1	2021_03_15	14-7	50
18-1	2021_03_15	18-19	50
18-1	2021_03_15	18-2	0
18-1	2021_03_15	19-1	0
18-1	2021_03_15	19-2	0
18-1	2021_03_15	2-1	50
18-1	2021_03_15	20-1	19
18-1	2021_03_15	20-19	50
18-1	2021_03_15	3-19	50
18-1	2021_03_15	7-14	50
18-1	2021_03_15	7-7	50
18-1	2021_03_15	8-14	50
18-1	2021_03_15	8-7	50
18-1	2021_03_15	8-8	50
18-1	2021_03_23	1-1	50
18-1	2021_03_23	1-19	50
18-1	2021_03_23	1-20	50
18-1	2021_03_23	13-7	50
18-1	2021_03_23	14-7	50
18-1	2021_03_23	18-19	50
18-1	2021_03_23	18-2	8
18-1	2021_03_23	19-1	0
18-1	2021_03_23	19-2	17
18-1	2021_03_23	2-1	50
18-1	2021_03_23	20-1	50
18-1	2021_03_23	20-19	50
18-1	2021_03_23	3-19	50
18-1	2021_03_23	7-14	50
18-1	2021_03_23	7-7	50
18-1	2021_03_23	8-14	50
18-1	2021_03_23	8-7	50
18-1	2021_03_23	8-8	50
18-10	2021_03_01	1-1	50
18-10	2021_03_01	1-19	50
18-10	2021_03_01	1-20	50
18-10	2021_03_01	13-7	50
18-10	2021_03_01	14-7	50
18-10	2021_03_01	18-19	50
18-10	2021_03_01	18-2	50
18-10	2021_03_01	19-1	50
18-10	2021_03_01	19-2	50
18-10	2021_03_01	2-1	50
18-10	2021_03_01	20-1	50
18-10	2021_03_01	20-19	50
18-10	2021_03_01	3-19	50
18-10	2021_03_01	7-14	50
18-10	2021_03_01	7-7	50
18-10	2021_03_01	8-14	50
18-10	2021_03_01	8-7	50
18-10	2021_03_01	8-8	50
18-10	2021_03_08	1-1	50
18-10	2021_03_08	1-19	50
18-10	2021_03_08	1-20	50
18-10	2021_03_08	13-7	50
18-10	2021_03_08	14-7	50
18-10	2021_03_08	18-19	50
18-10	2021_03_08	18-2	50
18-10	2021_03_08	19-1	50
18-10	2021_03_08	19-2	50
18-10	2021_03_08	2-1	50
18-10	2021_03_08	20-1	50
18-10	2021_03_08	20-19	50
18-10	2021_03_08	3-19	50
18-10	2021_03_08	7-14	50
18-10	2021_03_08	7-7	50
18-10	2021_03_08	8-14	50
18-10	2021_03_08	8-7	50
18-10	2021_03_08	8-8	50
18-10	2021_03_15	1-1	50
18-10	2021_03_15	1-19	50
18-10	2021_03_15	1-20	50
18-10	2021_03_15	13-7	50
18-10	2021_03_15	14-7	50
18-10	2021_03_15	18-19	50
18-10	2021_03_15	18-2	50
18-10	2021_03_15	19-1	50
18-10	2021_03_15	19-2	50
18-10	2021_03_15	2-1	50
18-10	2021_03_15	20-1	50
18-10	2021_03_15	20-19	50
18-10	2021_03_15	3-19	50
18-10	2021_03_15	7-14	50
18-10	2021_03_15	7-7	50
18-10	2021_03_15	8-14	50
18-10	2021_03_15	8-7	50
18-10	2021_03_15	8-8	50
18-10	2021_03_23	1-1	50
18-10	2021_03_23	1-19	50
18-10	2021_03_23	1-20	50
18-10	2021_03_23	13-7	50
18-10	2021_03_23	14-7	50
18-10	2021_03_23	18-19	50
18-10	2021_03_23	18-2	50
18-10	2021_03_23	19-1	50
18-10	2021_03_23	19-2	50
18-10	2021_03_23	2-1	50
18-10	2021_03_23	20-1	50
18-10	2021_03_23	20-19	50
18-10	2021_03_23	3-19	50
18-10	2021_03_23	7-14	50
18-10	2021_03_23	7-7	50
18-10	2021_03_23	8-14	50
18-10	2021_03_23	8-7	50
18-10	2021_03_23	8-8	50
18-11	2021_03_01	1-1	50
18-11	2021_03_01	1-19	50
18-11	2021_03_01	1-20	50
18-11	2021_03_01	13-7	50
18-11	2021_03_01	14-7	50
18-11	2021_03_01	18-19	50
18-11	2021_03_01	18-2	50
18-11	2021_03_01	19-1	50
18-11	2021_03_01	19-2	50
18-11	2021_03_01	2-1	50
18-11	2021_03_01	20-1	50
18-11	2021_03_01	20-19	50
18-11	2021_03_01	3-19	50
18-11	2021_03_01	7-14	50
18-11	2021_03_01	7-7	50
18-11	2021_03_01	8-14	50
18-11	2021_03_01	8-7	50
18-11	2021_03_01	8-8	50
18-11	2021_03_08	1-1	50
18-11	2021_03_08	1-19	50
18-11	2021_03_08	1-20	50
18-11	2021_03_08	13-7	35
18-11	2021_03_08	14-7	50
18-11	2021_03_08	18-19	33
18-11	2021_03_08	18-2	50
18-11	2021_03_08	19-1	50
18-11	2021_03_08	19-2	50
18-11	2021_03_08	2-1	50
18-11	2021_03_08	20-1	50
18-11	2021_03_08	20-19	50
18-11	2021_03_08	3-19	50
18-11	2021_03_08	7-14	50
18-11	2021_03_08	7-7	50
18-11	2021_03_08	8-14	32
18-11	2021_03_08	8-7	36
18-11	2021_03_08	8-8	50
18-11	2021_03_15	1-1	50
18-11	2021_03_15	1-19	50
18-11	2021_03_15	1-20	50
18-11	2021_03_15	13-7	45
18-11	2021_03_15	14-7	50
18-11	2021_03_15	18-19	49
18-11	2021_03_15	18-2	50
18-11	2021_03_15	19-1	50
18-11	2021_03_15	19-2	50
18-11	2021_03_15	2-1	50
18-11	2021_03_15	20-1	50
18-11	2021_03_15	20-19	50
18-11	2021_03_15	3-19	50
18-11	2021_03_15	7-14	50
18-11	2021_03_15	7-7	50
18-11	2021_03_15	8-14	47
18-11	2021_03_15	8-7	47
18-11	2021_03_15	8-8	50
18-11	2021_03_23	1-1	50
18-11	2021_03_23	1-19	50
18-11	2021_03_23	1-20	50
18-11	2021_03_23	13-7	47
18-11	2021_03_23	14-7	50
18-11	2021_03_23	18-19	50
18-11	2021_03_23	18-2	50
18-11	2021_03_23	19-1	50
18-11	2021_03_23	19-2	50
18-11	2021_03_23	2-1	50
18-11	2021_03_23	20-1	50
18-11	2021_03_23	20-19	50
18-11	2021_03_23	3-19	50
18-11	2021_03_23	7-14	50
18-11	2021_03_23	7-7	50
18-11	2021_03_23	8-14	36
18-11	2021_03_23	8-7	50
18-11	2021_03_23	8-8	50
18-12	2021_03_01	1-1	50
18-12	2021_03_01	1-19	50
18-12	2021_03_01	1-20	50
18-12	2021_03_01	13-7	50
18-12	2021_03_01	14-7	50
18-12	2021_03_01	18-19	16
18-12	2021_03_01	18-2	50
18-12	2021_03_01	19-1	50
18-12	2021_03_01	19-2	50
18-12	2021_03_01	2-1	50
18-12	2021_03_01	20-1	50
18-12	2021_03_01	20-19	50
18-12	2021_03_01	3-19	50
18-12	2021_03_01	7-14	50
18-12	2021_03_01	7-7	50
18-12	2021_03_01	8-14	50
18-12	2021_03_01	8-7	50
18-12	2021_03_01	8-8	50
18-12	2021_03_08	1-1	50
18-12	2021_03_08	1-19	50
18-12	2021_03_08	1-20	50
18-12	2021_03_08	13-7	50
18-12	2021_03_08	14-7	50
18-12	2021_03_08	18-19	0
18-12	2021_03_08	18-2	50
18-12	2021_03_08	19-1	50
18-12	2021_03_08	19-2	50
18-12	2021_03_08	2-1	50
18-12	2021_03_08	20-1	50
18-12	2021_03_08	20-19	50
18-12	2021_03_08	3-19	50
18-12	2021_03_08	7-14	50
18-12	2021_03_08	7-7	50
18-12	2021_03_08	8-14	50
18-12	2021_03_08	8-7	50
18-12	2021_03_08	8-8	50
18-12	2021_03_15	1-1	50
18-12	2021_03_15	1-19	50
18-12	2021_03_15	1-20	50
18-12	2021_03_15	13-7	50
18-12	2021_03_15	14-7	50
18-12	2021_03_15	18-19	0
18-12	2021_03_15	18-2	50
18-12	2021_03_15	19-1	50
18-12	2021_03_15	19-2	50
18-12	2021_03_15	2-1	50
18-12	2021_03_15	20-1	50
18-12	2021_03_15	20-19	50
18-12	2021_03_15	3-19	50
18-12	2021_03_15	7-14	50
18-12	2021_03_15	7-7	50
18-12	2021_03_15	8-14	50
18-12	2021_03_15	8-7	50
18-12	2021_03_15	8-8	50
18-12	2021_03_23	1-1	50
18-12	2021_03_23	1-19	50
18-12	2021_03_23	1-20	50
18-12	2021_03_23	13-7	50
18-12	2021_03_23	14-7	50
18-12	2021_03_23	18-19	0
18-12	2021_03_23	18-2	50
18-12	2021_03_23	19-1	50
18-12	2021_03_23	19-2	50
18-12	2021_03_23	2-1	50
18-12	2021_03_23	20-1	50
18-12	2021_03_23	20-19	50
18-12	2021_03_23	3-19	50
18-12	2021_03_23	7-14	50
18-12	2021_03_23	7-7	50
18-12	2021_03_23	8-14	50
18-12	2021_03_23	8-7	50
18-12	2021_03_23	8-8	50
18-13	2021_03_01	1-1	50
18-13	2021_03_01	1-19	50
18-13	2021_03_01	1-20	50
18-13	2021_03_01	13-7	50
18-13	2021_03_01	14-7	50
18-13	2021_03_01	18-19	50
18-13	2021_03_01	18-2	50
18-13	2021_03_01	19-1	50
18-13	2021_03_01	19-2	50
18-13	2021_03_01	2-1	50
18-13	2021_03_01	20-1	50
18-13	2021_03_01	20-19	50
18-13	2021_03_01	3-19	50
18-13	2021_03_01	7-14	50
18-13	2021_03_01	7-7	50
18-13	2021_03_01	8-14	50
18-13	2021_03_01	8-7	50
18-13	2021_03_01	8-8	50
18-13	2021_03_08	1-1	50
18-13	2021_03_08	1-19	50
18-13	2021_03_08	1-20	50
18-13	2021_03_08	13-7	50
18-13	2021_03_08	14-7	50
18-13	2021_03_08	18-19	50
18-13	2021_03_08	18-2	50
18-13	2021_03_08	19-1	50
18-13	2021_03_08	19-2	50
18-13	2021_03_08	2-1	50
18-13	2021_03_08	20-1	50
18-13	2021_03_08	20-19	50
18-13	2021_03_08	3-19	50
18-13	2021_03_08	7-14	50
18-13	2021_03_08	7-7	50
18-13	2021_03_08	8-14	50
18-13	2021_03_08	8-7	50
18-13	2021_03_08	8-8	50
18-13	2021_03_15	1-1	50
18-13	2021_03_15	1-19	50
18-13	2021_03_15	1-20	50
18-13	2021_03_15	13-7	50
18-13	2021_03_15	14-7	50
18-13	2021_03_15	18-19	50
18-13	2021_03_15	18-2	50
18-13	2021_03_15	19-1	50
18-13	2021_03_15	19-2	50
18-13	2021_03_15	2-1	50
18-13	2021_03_15	20-1	50
18-13	2021_03_15	20-19	50
18-13	2021_03_15	3-19	50
18-13	2021_03_15	7-14	50
18-13	2021_03_15	7-7	50
18-13	2021_03_15	8-14	50
18-13	2021_03_15	8-7	50
18-13	2021_03_15	8-8	50
18-13	2021_03_23	1-1	50
18-13	2021_03_23	1-19	50
18-13	2021_03_23	1-20	50
18-13	2021_03_23	13-7	50
18-13	2021_03_23	14-7	50
18-13	2021_03_23	18-19	50
18-13	2021_03_23	18-2	50
18-13	2021_03_23	19-1	50
18-13	2021_03_23	19-2	50
18-13	2021_03_23	2-1	50
18-13	2021_03_23	20-1	50
18-13	2021_03_23	20-19	50
18-13	2021_03_23	3-19	50
18-13	2021_03_23	7-14	50
18-13	2021_03_23	7-7	50
18-13	2021_03_23	8-14	50
18-13	2021_03_23	8-7	50
18-13	2021_03_23	8-8	50
18-14	2021_03_01	1-1	50
18-14	2021_03_01	1-19	50
18-14	2021_03_01	1-20	50
18-14	2021_03_01	13-7	50
18-14	2021_03_01	14-7	50
18-14	2021_03_01	18-19	23
18-14	2021_03_01	18-2	50
18-14	2021_03_01	19-1	50
18-14	2021_03_01	19-2	50
18-14	2021_03_01	2-1	50
18-14	2021_03_01	20-1	50
18-14	2021_03_01	20-19	15
18-14	2021_03_01	3-19	50
18-14	2021_03_01	7-14	50
18-14	2021_03_01	7-7	50
18-14	2021_03_01	8-14	50
18-14	2021_03_01	8-7	50
18-14	2021_03_01	8-8	50
18-14	2021_03_08	1-1	50
18-14	2021_03_08	1-19	50
18-14	2021_03_08	1-20	50
18-14	2021_03_08	13-7	50
18-14	2021_03_08	14-7	50
18-14	2021_03_08	18-19	0
18-14	2021_03_08	18-2	50
18-14	2021_03_08	19-1	50
18-14	2021_03_08	19-2	50
18-14	2021_03_08	2-1	50
18-14	2021_03_08	20-1	50
18-14	2021_03_08	20-19	0
18-14	2021_03_08	3-19	50
18-14	2021_03_08	7-14	50
18-14	2021_03_08	7-7	50
18-14	2021_03_08	8-14	50
18-14	2021_03_08	8-7	50
18-14	2021_03_08	8-8	50
18-14	2021_03_15	1-1	50
18-14	2021_03_15	1-19	50
18-14	2021_03_15	1-20	50
18-14	2021_03_15	13-7	50
18-14	2021_03_15	14-7	50
18-14	2021_03_15	18-19	0
18-14	2021_03_15	18-2	50
18-14	2021_03_15	19-1	50
18-14	2021_03_15	19-2	50
18-14	2021_03_15	2-1	50
18-14	2021_03_15	20-1	50
18-14	2021_03_15	20-19	0
18-14	2021_03_15	3-19	50
18-14	2021_03_15	7-14	50
18-14	2021_03_15	7-7	50
18-14	2021_03_15	8-14	50
18-14	2021_03_15	8-7	50
18-14	2021_03_15	8-8	50
18-14	2021_03_23	1-1	50
18-14	2021_03_23	1-19	50
18-14	2021_03_23	1-20	50
18-14	2021_03_23	13-7	50
18-14	2021_03_23	14-7	50
18-14	2021_03_23	18-19	0
18-14	2021_03_23	18-2	50
18-14	2021_03_23	19-1	50
18-14	2021_03_23	19-2	50
18-14	2021_03_23	2-1	50
18-14	2021_03_23	20-1	50
18-14	2021_03_23	20-19	0
18-14	2021_03_23	3-19	50
18-14	2021_03_23	7-14	50
18-14	2021_03_23	7-7	50
18-14	2021_03_23	8-14	50
18-14	2021_03_23	8-7	50
18-14	2021_03_23	8-8	50
18-15	2021_03_01	1-1	50
18-15	2021_03_01	1-19	50
18-15	2021_03_01	1-20	50
18-15	2021_03_01	13-7	50
18-15	2021_03_01	14-7	50
18-15	2021_03_01	18-19	50
18-15	2021_03_01	18-2	50
18-15	2021_03_01	19-1	50
18-15	2021_03_01	19-2	50
18-15	2021_03_01	2-1	50
18-15	2021_03_01	20-1	50
18-15	2021_03_01	20-19	50
18-15	2021_03_01	3-19	50
18-15	2021_03_01	7-14	50
18-15	2021_03_01	7-7	50
18-15	2021_03_01	8-14	50
18-15	2021_03_01	8-7	50
18-15	2021_03_01	8-8	50
18-15	2021_03_08	1-1	50
18-15	2021_03_08	1-19	50
18-15	2021_03_08	1-20	50
18-15	2021_03_08	13-7	50
18-15	2021_03_08	14-7	50
18-15	2021_03_08	18-19	0
18-15	2021_03_08	18-2	50
18-15	2021_03_08	19-1	50
18-15	2021_03_08	19-2	50
18-15	2021_03_08	2-1	50
18-15	2021_03_08	20-1	50
18-15	2021_03_08	20-19	50
18-15	2021_03_08	3-19	50
18-15	2021_03_08	7-14	50
18-15	2021_03_08	7-7	50
18-15	2021_03_08	8-14	50
18-15	2021_03_08	8-7	50
18-15	2021_03_08	8-8	50
18-15	2021_03_15	1-1	50
18-15	2021_03_15	1-19	50
18-15	2021_03_15	1-20	50
18-15	2021_03_15	13-7	50
18-15	2021_03_15	14-7	50
18-15	2021_03_15	18-19	0
18-15	2021_03_15	18-2	50
18-15	2021_03_15	19-1	50
18-15	2021_03_15	19-2	50
18-15	2021_03_15	2-1	50
18-15	2021_03_15	20-1	50
18-15	2021_03_15	20-19	50
18-15	2021_03_15	3-19	50
18-15	2021_03_15	7-14	50
18-15	2021_03_15	7-7	50
18-15	2021_03_15	8-14	50
18-15	2021_03_15	8-7	50
18-15	2021_03_15	8-8	50
18-15	2021_03_23	1-1	50
18-15	2021_03_23	1-19	50
18-15	2021_03_23	1-20	50
18-15	2021_03_23	13-7	50
18-15	2021_03_23	14-7	50
18-15	2021_03_23	18-19	0
18-15	2021_03_23	18-2	50
18-15	2021_03_23	19-1	50
18-15	2021_03_23	19-2	50
18-15	2021_03_23	2-1	50
18-15	2021_03_23	20-1	50
18-15	2021_03_23	20-19	50
18-15	2021_03_23	3-19	50
18-15	2021_03_23	7-14	50
18-15	2021_03_23	7-7	50
18-15	2021_03_23	8-14	50
18-15	2021_03_23	8-7	50
18-15	2021_03_23	8-8	50
18-16	2021_03_01	1-1	50
18-16	2021_03_01	1-19	50
18-16	2021_03_01	1-20	50
18-16	2021_03_01	13-7	50
18-16	2021_03_01	14-7	50
18-16	2021_03_01	18-19	50
18-16	2021_03_01	18-2	50
18-16	2021_03_01	19-1	50
18-16	2021_03_01	19-2	50
18-16	2021_03_01	2-1	50
18-16	2021_03_01	20-1	50
18-16	2021_03_01	20-19	50
18-16	2021_03_01	3-19	50
18-16	2021_03_01	7-14	50
18-16	2021_03_01	7-7	50
18-16	2021_03_01	8-14	50
18-16	2021_03_01	8-7	50
18-16	2021_03_01	8-8	50
18-16	2021_03_08	1-1	50
18-16	2021_03_08	1-19	50
18-16	2021_03_08	1-20	50
18-16	2021_03_08	13-7	50
18-16	2021_03_08	14-7	50
18-16	2021_03_08	18-19	5
18-16	2021_03_08	18-2	50
18-16	2021_03_08	19-1	50
18-16	2021_03_08	19-2	50
18-16	2021_03_08	2-1	50
18-16	2021_03_08	20-1	50
18-16	2021_03_08	20-19	50
18-16	2021_03_08	3-19	50
18-16	2021_03_08	7-14	50
18-16	2021_03_08	7-7	50
18-16	2021_03_08	8-14	50
18-16	2021_03_08	8-7	50
18-16	2021_03_08	8-8	50
18-16	2021_03_15	1-1	50
